SEGMENTO_ID,MUEBLE_ID,PLANOGRUPO,TAMAÑO,DIRECCION_LEGO_ID,UPC_CVE,NUM_FRENTES,CHAROLA,UBICACION_BANDEJA,ANCHO
BCO,GC,Botanas,3.5,DI,7500478016587,1.0,12,1,10.92
BCO,GC,Botanas,3.5,DI,7500478017072,1.0,13,4,11.5
BCO,GC,Botanas,3.5,ID,7501011123588,1.0,5,1,13.0
BCO,GC,Botanas,3.5,ID,7501011167735,1.0,6,2,19.5
BCO,GC,Botanas,3.5,ID,7501011154865,1.0,7,1,23.0
BCO,GC,Botanas,3.5,ID,7501011143982,1.0,10,1,13.0
BCO,GC,Botanas,5.0,DI,7500478016587,2.0,17,3,10.92
BCO,GC,Botanas,5.0,DI,730399005118,1.0,21,1,12.0
BCO,GC,Botanas,5.0,ID,7501011143586,2.0,6,3,11.0
BCO,GC,Botanas,5.0,ID,7501011154865,1.0,10,3,23.0
BCO,GC,Botanas,5.0,ID,7502294223040,1.0,25,3,22.0
BCO,GC,Botanas,6.0,DI,7501011130869,1.0,13,5,15.3
BCO,GC,Botanas,6.0,DI,7501011135581,1.0,18,1,20.0
BCO,GC,Botanas,6.0,ID,604722012916,1.0,4,6,13.5
BCO,GC,Botanas,6.0,ID,7500478007981,1.0,19,4,19.0
BCO,GC,Botanas,6.0,ID,7500478025558,1.0,24,1,21.5
BCO,GC,Botanas,6.0,ID,7501000266234,2.0,24,4,19.0
BCO,GC,Botanas,6.0,ID,7502294223774,1.0,25,4,12.0
BCO,GC,Botanas,7.0,DI,730399021620,1.0,26,4,11.0
BCO,GC,Botanas,7.0,ID,730399004821,1.0,8,1,13.0
BCO,GC,Botanas,7.0,ID,7500478007981,2.0,19,3,19.0
BCO,GC,Botanas,7.0,ID,7501011167674,1.0,22,5,17.0
BCO,CF,Jugos,0.5,ID,7501055387434,1.0,4,5,4.2
BCO,CF,Jugos,1.0,DI,014800000283,1.0,4,7,6.6
BCO,CF,Jugos,1.0,ID,7501031307241,1.0,4,3,6.9
BCO,CF,Jugos,1.5,ID,7501055373178,1.0,4,2,4.8
BCO,CF,Jugos,1.5,ID,7501031307678,1.0,9,3,6.03
BCO,CF,Jugos,2.0,DI,7501055359745,1.0,4,3,6.55
BCO,CF,Jugos,2.0,DI,7501005102681,1.0,12,6,7.5
BCO,CF,Jugos,2.0,ID,7501013102833,1.0,12,7,6.7
BCO,CF,Refrescos,2.5,DI,7501055308156,1.0,12,3,5.5
BCO,CF,Refrescos,2.5,ID,7501055304745,1.0,3,4,11.3
BCO,CF,Refrescos,2.5,ID,7501055310227,1.0,9,2,11.5
BCO,CF,Refrescos,3.0,DI,7501055386321,1.0,3,2,7.1
BCO,CF,Refrescos,3.0,ID,7501055310227,1.0,14,2,11.5
BCO,CF,Refrescos,3.5,DI,7501055320639,1.0,5,3,6.9
BCO,CF,Refrescos,3.5,ID,7501055304806,1.0,3,1,11.2
BCO,CF,Refrescos,3.5,ID,7503018023779,1.0,8,4,6.1
BCO,CF,Refrescos,3.5,ID,7501031311644,1.0,11,4,8.0
BCO,CF,Refrescos,3.5,ID,7501055339983,1.0,12,1,7.1
BCO,CF,Refrescos,4.0,DI,7501031311682,1.0,14,1,8.3
BCO,CF,Refrescos,4.0,DI,7500326103407,1.0,19,3,9.5
BCO,CF,Refrescos,4.0,DI,7501073831469,1.0,21,5,6.4
BCO,CF,Refrescos,4.0,ID,7501073831902,1.0,4,4,6.7
BCO,CF,Refrescos,4.0,ID,7501031311606,1.0,8,3,10.0
BCO,CF,Refrescos,4.0,ID,7501022013052,1.0,10,7,6.8
BCO,CF,Refrescos,4.0,ID,7501055349555,2.0,13,1,9.5
BCO,CF,Refrescos,4.0,ID,75007614,7.0,22,1,6.9
BCO,CF,Refrescos,4.5,DI,7501055354696,1.0,12,2,5.5
BCO,CF,Refrescos,4.5,DI,7501055307678,1.0,18,2,5.5
BCO,CF,Refrescos,4.5,ID,7501055353163,1.0,3,4,9.4
BCO,CF,Refrescos,4.5,ID,7501022015544,1.0,4,2,10.2
BCO,CF,Refrescos,4.5,ID,7501055314133,1.0,11,5,7.0
BCO,CF,Refrescos,5.0,ID,7501073844193,1.0,11,1,6.0
BCO,CF,Refrescos,5.0,ID,7501022015513,1.0,11,5,5.8
CLA,CF,Alternativas,0.5,ID,7501055358861,1.0,1,4,8.58
CLA,CF,Alternativas,1.0,DI,7501125104343,1.0,6,6,6.5
CLA,CF,Alternativas,1.0,ID,070847036005,1.0,7,6,6.5
CLA,CF,Alternativas,1.5,DI,7503041640233,1.0,5,3,6.8
CLA,CF,Alternativas,1.5,DI,070847036043,1.0,8,3,6.5
CLA,CF,Alternativas,1.5,DI,9002490200220,1.0,10,3,5.5
CLA,CF,Alternativas,1.5,ID,7500464706331,1.0,4,7,5.8
CLA,CF,Alternativas,2.0,DI,7501055310777,1.0,2,7,6.4
CLA,CF,Alternativas,2.0,DI,7503049695242,1.0,14,4,6.09
CLA,CF,Alternativas,2.5,DI,7501125104688,1.0,3,2,6.5
CLA,CF,Alternativas,2.5,DI,7501055381883,1.0,6,4,6.8
CLA,CF,Alternativas,2.5,DI,7503049695242,1.0,7,4,6.09
CLA,CF,Alternativas,2.5,DI,070847036005,1.0,15,2,6.5
CLA,CF,Alternativas,2.5,ID,7503046131224,1.0,14,1,6.5
CLA,CF,Alternativas,3.0,DI,7501125104411,3.0,3,1,6.5
CLA,CF,Alternativas,3.0,DI,650240074448,1.0,23,2,6.8
CLA,CF,Alternativas,3.0,DI,650240072154,1.0,23,4,6.8
CLA,CF,Alternativas,3.0,ID,036731136916,1.0,11,6,6.7
CLA,CF,Alternativas,3.0,ID,7501055329380,1.0,13,4,6.7
CLA,CF,Alternativas,3.0,ID,650240074455,1.0,19,5,6.8
CLA,CF,Alternativas,3.0,ID,7501013100570,1.0,24,11,7.6
CLA,GC,Botanas,2.0,DI,604722013982,1.0,6,8,9.0
CLA,GC,Botanas,2.0,ID,7500478018512,2.0,2,5,10.2
CLA,GC,Botanas,2.0,ID,7500810002636,1.0,9,4,15.25
CLA,GC,Botanas,3.0,ID,7500478038671,1.0,6,2,11.5
CLA,GC,Botanas,3.0,ID,7500810036839,1.0,11,7,12.5
CLA,GC,Botanas,3.5,ID,7500478044221,1.0,8,6,11.0
CLA,GC,Botanas,3.5,ID,7501011167735,2.0,10,4,19.5
CLA,GC,Botanas,4.0,DI,7501000264773,1.0,2,6,12.5
CLA,GC,Botanas,4.0,DI,7500478018512,1.0,11,5,10.2
CLA,GC,Botanas,4.0,ID,7501480902196,1.0,2,4,17.0
CLA,GC,Botanas,4.5,DI,7500478024711,1.0,13,2,18.4
CLA,GC,Botanas,5.0,DI,7500810036839,1.0,1,1,12.5
CLA,GC,Botanas,5.0,DI,7501011154865,2.0,9,4,23.0
CLA,GC,Botanas,5.0,DI,7500478017096,1.0,17,1,11.5
CLA,GC,Botanas,5.0,DI,604722011452,1.0,22,4,11.5
CLA,GC,Botanas,5.0,ID,604722009619,1.0,4,2,14.5
CLA,GC,Botanas,5.0,ID,7501011133884,1.0,9,1,20.0
CLA,GC,Botanas,5.0,ID,7501011155008,2.0,10,3,22.0
CLA,GC,Botanas,5.0,ID,7501011167667,1.0,13,4,16.0
CLA,GC,Botanas,5.0,ID,7502294227871,1.0,20,5,16.0
CLA,GC,Botanas,6.0,DI,757528039486,2.0,8,1,18.7
CLA,GC,Botanas,6.0,ID,7501011127012,1.0,7,3,12.0
CLA,GC,Botanas,6.0,ID,7501011130272,1.0,7,4,13.0
CLA,GC,Botanas,7.0,DI,7500478034260,1.0,15,2,22.0
CLA,GC,Botanas,7.0,DI,7501011115590,1.0,24,1,21.5
CLA,GC,Botanas,7.0,DI,7501006559415,1.0,31,5,14.5
CLA,GC,Botanas,7.0,ID,7501011167735,1.0,9,6,19.5
CLA,GC,Botanas,7.0,ID,7500478026036,2.0,12,4,13.2
CLA,GC,Botanas,7.0,ID,7500478046683,1.0,21,4,14.0
CLA,GC,Botanas,7.0,ID,7502294223774,1.0,30,3,12.0
CLA,CF,Jugos,0.5,DI,7501055332489,1.0,3,4,6.7
CLA,CF,Jugos,0.5,ID,014800000283,1.0,2,5,6.6
CLA,CF,Jugos,1.0,DI,7501055359752,1.0,7,1,6.55
CLA,CF,Jugos,1.0,ID,7501013103120,1.0,8,2,5.0
CLA,CF,Jugos,1.5,DI,7501013105063,1.0,7,7,6.4
CLA,CF,Jugos,1.5,ID,7501055342198,1.0,9,5,6.0
CLA,CF,Jugos,2.0,ID,7501013102703,1.0,6,2,5.77
CLA,CF,Refrescos,2.0,DI,75004699,1.0,3,4,6.6
CLA,CF,Refrescos,2.0,DI,7501055358984,1.0,6,5,6.0
CLA,CF,Refrescos,2.0,DI,7501198354195,1.0,7,5,10.3
CLA,CF,Refrescos,2.0,DI,7501055311323,1.0,12,2,6.0
CLA,CF,Refrescos,2.0,ID,7501031311644,1.0,10,1,8.0
CLA,CF,Refrescos,3.0,DI,75007614,1.0,3,1,6.9
CLA,CF,Refrescos,3.5,DI,7501022014257,1.0,11,4,6.0
CLA,CF,Refrescos,3.5,ID,021136010541,1.0,6,1,7.8
CLA,CF,Refrescos,3.5,ID,7501073831469,1.0,7,1,6.4
CLA,CF,Refrescos,4.0,DI,7501198354195,1.0,19,2,10.3
CLA,CF,Refrescos,4.0,DI,7501073844186,1.0,24,5,6.0
CLA,CF,Refrescos,4.0,ID,7501071140815,1.0,11,5,5.8
CLA,CF,Refrescos,4.5,DI,7501055305421,1.0,8,3,11.5
CLA,CF,Refrescos,4.5,ID,7501055311323,1.0,14,5,6.0
CLA,CF,Refrescos,4.5,ID,7501055305421,1.0,16,2,11.5
CLA,CF,Refrescos,5.0,DI,7501055302925,1.0,2,2,10.0
CLA,CF,Refrescos,5.0,DI,75007614,1.0,11,3,6.9
CLA,CF,Refrescos,5.0,DI,021136110180,1.0,30,8,7.6
CLA,CF,Refrescos,5.0,ID,021136010374,1.0,6,2,6.2
CLA,CF,Refrescos,5.0,ID,7501055307678,1.0,18,2,5.5
CLA,CF,Refrescos,5.0,ID,7501031306022,1.0,18,4,5.8
CLA,CF,Refrescos,5.0,ID,7501055321681,1.0,20,3,10.0
CLA,CF,Refrescos,5.0,ID,75013554,1.0,29,2,6.5
HRN,CF,Alternativas,1.0,DI,036731326003,1.0,1,5,8.5
HRN,CF,Alternativas,1.0,DI,7506192508001,1.0,3,4,6.5
HRN,CF,Alternativas,1.5,DI,7501055381876,1.0,5,1,6.8
HRN,CF,Alternativas,1.5,DI,7500464706355,1.0,10,7,5.8
HRN,CF,Alternativas,1.5,DI,7501035046252,1.0,12,7,6.6
HRN,CF,Alternativas,1.5,ID,7506192507714,1.0,1,6,6.6
HRN,CF,Alternativas,1.5,ID,7506241205646,1.0,2,4,6.8
HRN,CF,Alternativas,1.5,ID,7500464706355,1.0,3,7,5.8
HRN,CF,Alternativas,1.5,ID,650240032295,1.0,11,1,6.8
HRN,CF,Alternativas,2.0,DI,036731135919,1.0,3,3,6.4
HRN,CF,Alternativas,2.0,DI,650240074455,1.0,5,1,6.8
HRN,CF,Alternativas,2.0,DI,7501055358861,1.0,9,4,8.58
HRN,CF,Alternativas,2.0,DI,7506192509084,1.0,12,2,15.72
HRN,CF,Alternativas,2.0,ID,684576000024,1.0,2,6,8.7
HRN,CF,Alternativas,2.0,ID,7506192509084,1.0,5,2,15.72
HRN,CF,Alternativas,2.0,ID,7503027753629,1.0,8,1,6.8
HRN,CF,Alternativas,2.0,ID,7501125149221,1.0,15,5,6.5
HRN,CF,Alternativas,2.0,ID,7503046131224,1.0,15,7,6.5
HRN,CF,Alternativas,2.5,DI,7502268541484,1.0,3,5,6.8
HRN,CF,Alternativas,2.5,ID,684576000598,1.0,9,5,6.5
HRN,CF,Alternativas,2.5,ID,810116120871,1.0,13,3,6.5
HRN,CF,Alternativas,2.5,ID,7501125149221,1.0,15,4,6.5
HRN,CF,Alternativas,2.5,ID,7501125174797,1.0,15,6,6.5
HRN,CF,Alternativas,2.5,ID,650240032295,1.0,17,1,6.8
HRN,CF,Alternativas,2.5,ID,7501035046375,1.0,20,10,5.8
HRN,CF,Alternativas,3.0,DI,90453083,1.0,14,3,5.2
HRN,CF,Alternativas,3.0,ID,7501055329267,2.0,13,1,6.7
HRN,CF,Alternativas,3.0,ID,7501125174797,2.0,18,1,6.5
HRN,CF,Alternativas,3.0,ID,650240032325,1.0,19,4,6.8
HRN,CF,Alternativas,3.5,DI,7501013100730,1.0,27,8,5.7
HRN,CF,Alternativas,3.5,ID,7506192508001,1.0,7,5,6.5
HRN,CF,Alternativas,3.5,ID,7501055386390,1.0,19,6,6.72
HRN,CF,Alternativas,3.5,ID,650240074448,1.0,28,5,6.8
HRN,GC,Botanas,3.0,DI,7501011127012,1.0,7,7,12.0
HRN,GC,Botanas,3.0,DI,730399005156,1.0,15,2,20.0
HRN,GC,Botanas,3.0,ID,730399027080,1.0,2,5,14.5
HRN,GC,Botanas,3.5,ID,7500478017089,1.0,5,8,11.5
HRN,GC,Botanas,3.5,ID,7501011131064,1.0,10,3,16.0
HRN,GC,Botanas,4.0,ID,730399013106,1.0,3,5,12.5
HRN,GC,Botanas,4.0,ID,730399005132,1.0,4,6,18.0
HRN,GC,Botanas,4.0,ID,7501011142299,1.0,11,5,13.0
HRN,GC,Botanas,4.5,DI,7501011131002,1.0,5,5,21.5
HRN,GC,Botanas,4.5,DI,7501011133921,1.0,19,1,20.0
HRN,GC,Botanas,4.5,DI,604722012763,4.0,21,4,11.5
HRN,GC,Botanas,4.5,ID,7501011133921,1.0,6,6,20.0
HRN,GC,Botanas,4.5,ID,7500810030479,1.0,20,4,14.5
HRN,GC,Botanas,4.5,ID,7501000266203,1.0,22,4,19.0
HRN,GC,Botanas,5.0,DI,757528039288,1.0,4,2,20.0
HRN,GC,Botanas,5.0,DI,7500810013175,1.0,4,4,20.0
HRN,GC,Botanas,5.0,DI,7501011167674,2.0,12,1,17.0
HRN,GC,Botanas,5.0,DI,604722012916,1.0,24,6,13.5
HRN,GC,Botanas,5.0,ID,7501011167667,1.0,13,4,16.0
HRN,GC,Botanas,5.0,ID,7500478034291,1.0,15,3,21.5
HRN,GC,Botanas,5.0,ID,757528026035,1.0,22,1,12.5
HRN,GC,Botanas,6.0,ID,604722005833,1.0,4,1,15.5
HRN,GC,Botanas,6.0,ID,7500478044221,3.0,16,1,11.0
HRN,GC,Botanas,6.0,ID,7503030199681,1.0,23,2,13.0
HRN,GC,Botanas,7.0,DI,730399003527,1.0,26,3,8.0
HRN,GC,Botanas,7.0,DI,604722009619,1.0,35,5,14.5
HRN,GC,Botanas,7.0,ID,7501006559415,2.0,1,3,14.5
HRN,GC,Botanas,8.0,DI,7500810018378,1.0,6,1,12.5
HRN,GC,Botanas,8.0,DI,730399003329,1.0,31,3,12.0
HRN,GC,Botanas,8.0,ID,7500478025558,2.0,29,2,21.5
HRN,CF,Jugos,1.0,DI,014800005684,1.0,3,3,8.6
HRN,CF,Jugos,1.0,ID,7501005102681,1.0,5,4,7.5
HRN,CF,Jugos,1.5,DI,7501031307210,1.0,5,5,6.9
HRN,CF,Jugos,1.5,ID,7501013103144,1.0,4,3,5.0
HRN,CF,Jugos,1.5,ID,75078911,1.0,4,6,5.15
HRN,CF,Jugos,2.0,DI,014800515329,1.0,7,2,7.5
HRN,CF,Jugos,2.0,ID,7501013105049,1.0,13,5,6.4
HRN,CF,Jugos,2.5,ID,014800005684,1.0,2,3,8.6
HRN,CF,Jugos,2.5,ID,7501013105780,1.0,6,4,7.43
HRN,CF,Jugos,2.5,ID,7501013104707,2.0,10,1,6.9
HRN,CF,Jugos,3.0,ID,7501013105780,1.0,4,2,7.43
HRN,CF,Jugos,3.0,ID,7501055333868,2.0,5,3,8.5
HRN,CF,Jugos,3.0,ID,7501055333844,1.0,6,6,8.5
HRN,CF,Jugos,3.0,ID,7501055332489,1.0,7,6,6.7
HRN,CF,Jugos,3.0,ID,7501055342198,1.0,16,3,6.0
HRN,CF,Jugos,3.0,ID,7501013100549,1.0,23,2,9.4
HRN,CF,Refrescos,2.0,ID,7501055337729,1.0,9,3,8.5
HRN,CF,Refrescos,2.5,ID,7501073800908,1.0,1,1,10.3
HRN,CF,Refrescos,2.5,ID,7501055339396,1.0,1,5,12.5
HRN,CF,Refrescos,2.5,ID,7501055310227,1.0,10,2,11.5
HRN,CF,Refrescos,3.0,DI,7501031311682,1.0,8,3,8.3
HRN,CF,Refrescos,3.0,DI,7501055304806,1.0,13,1,11.2
HRN,CF,Refrescos,3.0,ID,7501022015858,1.0,5,5,7.8
HRN,CF,Refrescos,3.0,ID,7501022015513,1.0,6,4,5.8
HRN,CF,Refrescos,3.0,ID,7501055314133,1.0,9,1,7.0
HRN,CF,Refrescos,3.0,ID,7501031302741,1.0,11,4,5.8
HRN,CF,Refrescos,3.5,DI,7501055314096,1.0,10,5,7.0
HRN,CF,Refrescos,3.5,ID,7501031312559,1.0,12,2,6.7
HRN,CF,Refrescos,3.5,ID,7501055368662,1.0,14,7,6.5
HRN,CF,Refrescos,3.5,ID,7501055302451,1.0,17,2,8.4
HRN,CF,Refrescos,3.5,ID,7501055354672,1.0,20,3,5.3
HRN,CF,Refrescos,4.0,DI,7501073841925,1.0,22,2,6.7
HRN,CF,Refrescos,4.0,DI,7501198355574,1.0,24,2,5.7
HRN,CF,Refrescos,4.0,ID,7501022016008,1.0,12,1,5.8
HRN,CF,Refrescos,4.5,DI,7501055321681,2.0,14,3,10.0
HRN,CF,Refrescos,4.5,ID,7501073831148,1.0,8,3,6.6
HRN,CF,Refrescos,4.5,ID,75004699,3.0,18,2,6.6
HRN,CF,Refrescos,5.0,DI,7501022013021,1.0,18,2,6.6
HRN,CF,Refrescos,5.0,DI,7501055311828,1.0,19,4,11.5
HRN,CF,Refrescos,5.0,ID,7501055320622,1.0,30,6,6.6
HRN,CF,Refrescos,5.5,DI,7501055355310,1.0,6,4,5.6
HRN,CF,Refrescos,5.5,DI,7501055376674,1.0,23,1,7.1
HRN,CF,Refrescos,5.5,DI,7501073841925,2.0,28,2,6.7
HRN,CF,Refrescos,5.5,DI,7501073839854,1.0,29,3,6.4
HRN,CF,Refrescos,5.5,ID,7501073844162,1.0,8,4,6.6
HRN,CF,Refrescos,5.5,ID,7501055305421,1.0,9,3,11.5
HRN,CF,Refrescos,5.5,ID,7501055305339,2.0,25,1,6.9
HRN,CF,Refrescos,5.5,ID,7501055354672,1.0,32,1,5.3
HRN,CF,Refrescos,6.0,DI,7501055304745,1.0,2,4,11.3
HRN,CF,Refrescos,6.0,DI,7501073841925,1.0,34,1,6.7
HRN,CF,Refrescos,6.0,DI,7501198350418,1.0,34,2,6.6
HRN,CF,Refrescos,6.0,DI,7501198355536,1.0,36,1,6.0
HRN,CF,Refrescos,6.0,ID,7501055379521,1.0,18,1,7.2
HRN,CF,Refrescos,6.0,ID,7501055328420,1.0,18,4,6.0
BCO,CF,Alternativas,1.0,DI,036731326003,1.0,1,5,8.5
BCO,CF,Alternativas,1.0,DI,7501055310784,1.0,2,4,6.4
BCO,CF,Alternativas,1.0,DI,7502268542894,1.0,4,1,8.3
BCO,CF,Alternativas,1.0,ID,650240032271,1.0,6,1,6.8
BCO,CF,Alternativas,1.0,ID,650240032295,1.0,7,1,6.8
BCO,CF,Alternativas,1.5,DI,7501022016084,1.0,2,3,8.4
BCO,CF,Alternativas,1.5,DI,650240032295,1.0,7,1,6.8
BCO,CF,Alternativas,1.5,DI,7501035046252,1.0,12,4,6.6
BCO,CF,Alternativas,1.5,ID,7506192508001,1.0,4,4,6.5
BCO,CF,Alternativas,2.0,DI,7506192505918,1.0,10,1,7.0
BCO,CF,Alternativas,2.0,DI,684576000048,1.0,10,3,6.5
BCO,CF,Alternativas,2.0,DI,815154022705,1.0,13,4,6.5
BCO,CF,Alternativas,2.0,ID,7501055358885,1.0,3,6,7.04
BCO,CF,Alternativas,2.0,ID,7501022014288,1.0,9,6,8.4
BCO,CF,Alternativas,2.0,ID,7501055329328,1.0,11,3,6.7
BCO,CF,Alternativas,2.0,ID,650240072154,1.0,16,1,6.8
BCO,CF,Alternativas,2.5,DI,7501125104411,2.0,4,4,6.5
BCO,CF,Alternativas,2.5,DI,7501055329366,1.0,11,7,6.4
BCO,CF,Alternativas,2.5,DI,7501055358892,1.0,12,6,7.04
BCO,CF,Alternativas,2.5,ID,650240072147,1.0,10,1,6.8
BCO,CF,Alternativas,2.5,ID,7502268542894,1.0,13,5,8.3
BCO,CF,Alternativas,2.5,ID,7503046131224,1.0,14,1,6.5
BCO,CF,Alternativas,3.0,ID,684576000048,1.0,2,1,6.5
BCO,CF,Alternativas,3.5,DI,7501055317653,2.0,10,2,8.5
BCO,CF,Alternativas,3.5,DI,9002490207717,1.0,22,2,5.2
BCO,CF,Alternativas,3.5,ID,7501035046375,1.0,5,3,5.8
BCO,CF,Alternativas,3.5,ID,070847036005,1.0,10,1,6.5
BCO,GC,Botanas,3.5,DI,7501030459736,1.0,1,4,15.0
BCO,GC,Botanas,3.5,ID,7501011142299,1.0,4,3,13.0
BCO,GC,Botanas,3.5,ID,7500478044092,1.0,8,1,11.0
BCO,GC,Botanas,4.0,DI,7501011154902,2.0,15,1,22.0
BCO,GC,Botanas,4.0,ID,7501006560299,1.0,1,1,14.5
BCO,GC,Botanas,4.0,ID,7501011143968,1.0,11,6,13.0
BCO,GC,Botanas,4.0,ID,7501011155022,1.0,15,1,22.0
BCO,GC,Botanas,5.0,DI,7501011116252,1.0,16,4,11.0
BCO,GC,Botanas,5.0,ID,604722006106,1.0,5,2,18.0
BCO,GC,Botanas,5.0,ID,7501011135581,1.0,13,3,20.0
BCO,GC,Botanas,5.0,ID,7500478025558,1.0,19,2,21.5
BCO,GC,Botanas,6.0,DI,7500478034284,1.0,15,2,21.5
BCO,GC,Botanas,6.0,ID,7500478044092,1.0,11,5,11.0
BCO,GC,Botanas,6.0,ID,7501011130272,1.0,12,4,13.0
BCO,GC,Botanas,6.0,ID,7502294223040,1.0,30,3,22.0
BCO,GC,Botanas,7.0,DI,7500810018378,2.0,1,2,12.5
BCO,GC,Botanas,7.0,DI,7500478012138,2.0,18,2,19.0
BCO,GC,Botanas,7.0,DI,7501011130869,2.0,18,3,15.3
BCO,GC,Botanas,7.0,DI,7501011154902,2.0,25,3,22.0
BCO,GC,Botanas,7.0,DI,730399004821,1.0,28,5,13.0
BCO,GC,Botanas,7.0,DI,7501006560299,1.0,31,5,14.5
BCO,GC,Botanas,7.0,ID,7500326297878,1.0,1,7,12.0
BCO,GC,Botanas,7.0,ID,7500478037889,1.0,12,5,15.5
BCO,GC,Botanas,7.0,ID,7503030572460,1.0,33,1,20.0
BCO,CF,Jugos,1.0,DI,7501055381463,1.0,1,5,8.59
BCO,CF,Jugos,1.5,DI,014800515329,1.0,4,7,7.5
BCO,CF,Jugos,1.5,ID,7501055361861,1.0,3,2,6.6
BCO,CF,Jugos,2.0,DI,014800000283,1.0,8,1,6.6
BCO,CF,Jugos,2.0,DI,7501013100082,1.0,14,5,15.8
BCO,CF,Jugos,2.0,ID,032239052017,1.0,3,3,6.5
BCO,CF,Jugos,2.0,ID,7501055333936,1.0,11,3,6.6
BCO,CF,Refrescos,2.5,DI,7501055304745,3.0,1,2,11.3
BCO,CF,Refrescos,2.5,DI,7501055313532,2.0,2,1,9.5
BCO,CF,Refrescos,2.5,DI,7501505630073,1.0,9,4,7.0
BCO,CF,Refrescos,2.5,ID,7501022013052,1.0,12,1,6.8
BCO,CF,Refrescos,3.0,DI,7501055305339,2.0,11,1,6.9
BCO,CF,Refrescos,3.0,ID,021136010541,1.0,5,1,7.8
BCO,CF,Refrescos,3.5,DI,7501055321681,1.0,7,2,10.0
BCO,CF,Refrescos,3.5,DI,7501022014080,1.0,19,1,8.3
BCO,CF,Refrescos,3.5,ID,7501198354195,1.0,1,3,10.3
BCO,CF,Refrescos,3.5,ID,7501022014585,1.0,6,6,6.7
BCO,CF,Refrescos,3.5,ID,7501055305247,1.0,15,1,10.9
BCO,CF,Refrescos,4.0,DI,7501055305247,3.0,1,2,10.9
BCO,CF,Refrescos,4.0,DI,7501055339396,1.0,13,2,12.5
BCO,CF,Refrescos,4.0,DI,7501073831148,1.0,24,7,6.6
BCO,CF,Refrescos,4.0,ID,7501198343731,1.0,6,6,6.7
BCO,CF,Refrescos,4.0,ID,7501055339983,1.0,10,4,7.1
BCO,CF,Refrescos,4.0,ID,7501055386321,1.0,21,4,7.1
BCO,CF,Refrescos,4.0,ID,7501055354672,1.0,24,1,5.3
BCO,CF,Refrescos,4.5,DI,7501055358984,1.0,6,5,6.0
BCO,CF,Refrescos,4.5,DI,7501071120183,1.0,22,6,6.7
BCO,CF,Refrescos,4.5,ID,7501055303786,1.0,6,3,7.1
BCO,CF,Refrescos,5.0,DI,7501055358984,1.0,6,5,6.0
BCO,CF,Refrescos,5.0,ID,7501055305247,4.0,19,1,10.9
BCO,CF,Refrescos,5.0,ID,75004699,6.0,27,1,6.6
BCO,CF,Refrescos,5.0,ID,7501055354672,1.0,30,1,5.3
CLA,CF,Alternativas,0.5,DI,7501055317653,1.0,1,6,8.5
CLA,CF,Alternativas,1.0,ID,7501125174797,1.0,6,4,6.5
CLA,CF,Alternativas,1.5,DI,036731106063,1.0,3,3,6.7
CLA,CF,Alternativas,1.5,ID,7501125104411,1.0,10,7,6.5
CLA,CF,Alternativas,2.0,DI,7502268541491,1.0,4,7,6.8
CLA,CF,Alternativas,2.0,DI,7501055358861,1.0,9,5,8.58
CLA,CF,Alternativas,2.0,ID,7501055386369,1.0,4,1,6.72
CLA,CF,Alternativas,2.5,DI,684576000048,1.0,13,7,6.5
CLA,CF,Alternativas,2.5,ID,7506241204144,1.0,4,7,6.6
CLA,CF,Alternativas,2.5,ID,650240072147,1.0,19,1,6.8
CLA,CF,Alternativas,2.5,ID,7501013100631,1.0,21,5,7.6
CLA,CF,Alternativas,3.0,DI,7502268541460,1.0,5,2,6.8
CLA,CF,Alternativas,3.0,DI,7501035046269,1.0,20,5,6.0
CLA,CF,Alternativas,3.0,ID,036731322005,1.0,9,1,8.5
CLA,GC,Botanas,2.0,DI,730399015919,2.0,7,4,12.0
CLA,GC,Botanas,2.0,ID,730399015919,2.0,2,4,12.0
CLA,GC,Botanas,2.0,ID,7502294223002,1.0,10,4,13.0
CLA,GC,Botanas,3.0,DI,7502271154633,1.0,5,2,16.0
CLA,GC,Botanas,3.0,DI,604722011452,1.0,14,5,11.5
CLA,GC,Botanas,3.0,ID,7500478007981,1.0,9,2,19.0
CLA,GC,Botanas,3.0,ID,7503030572460,1.0,12,5,20.0
CLA,GC,Botanas,3.5,DI,7501011127012,2.0,1,4,12.0
CLA,GC,Botanas,3.5,DI,7501011110335,1.0,11,3,11.0
CLA,GC,Botanas,4.5,DI,7501011154865,2.0,15,2,23.0
CLA,GC,Botanas,4.5,ID,7500478024711,1.0,10,2,18.4
CLA,GC,Botanas,4.5,ID,7500478017089,4.0,14,5,11.5
CLA,GC,Botanas,5.0,DI,757528039271,1.0,4,1,20.0
CLA,GC,Botanas,5.0,DI,7500810013564,1.0,6,5,9.0
CLA,GC,Botanas,5.0,DI,7501011167735,1.0,18,1,19.5
CLA,GC,Botanas,5.0,DI,604722013333,2.0,25,3,23.0
CLA,GC,Botanas,5.0,ID,7500478043958,1.0,6,7,11.0
CLA,GC,Botanas,5.0,ID,7501011130937,1.0,12,5,14.5
CLA,GC,Botanas,6.0,ID,7500478034291,2.0,20,2,21.5
CLA,GC,Botanas,7.0,DI,7500810036839,1.0,7,2,12.5
CLA,GC,Botanas,7.0,ID,730399007549,1.0,9,4,19.0
CLA,GC,Botanas,7.0,ID,7503030199681,7.0,32,2,13.0
